orig_order,id,establishment_id,phone,latitude,longitude,formatted_address,address_fs,name,name_fs_search,fs_id,checkinsCount,createdat,days,avg_checkins,avg_checkins_round,avg_visitsCount,avg_visitsCount_round,rating,priceTier,brand_name,yelp_id,exit_mapping/exit_id,exit_latitude,exit_longitude,destination_latitude,destination_longitude,exit_mapping/distance,exit_mapping/cardinal_direction_short,exit_mapping/cardinal_direction_long,exit_mapping/turn_direction_short,exit_mapping/turn_direction_long,amenities/0/id,amenities/0/name,amenities/0/priority,amenities/0/image_prefix,top_priority_amenity/id,top_priority_amenity/name,top_priority_amenity/priority,top_priority_amenity/image_prefix,logo/id,ll,phone_str,visitsCount
9507,197786,151,1-814-838-3011,42.102174,-80.14082,"2656 West 12th Street, Erie, PA 16505",2656 W 12th St (Lowell Ave),KFC,KFC,4bf03e20c601a5936e76c3d1,276,1274035744,2957.019549,9.333722536,,11.43042832,,6,1,KFC,kfc-erie-7,26960,,,,,0.67,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"42.102174,-80.14081999999999",8148383011,338
9508,133089,283,1-814-833-2704,42.105262,-80.143405,"2665 West 8th Street, Erie, PA 16505",2665 W 8th St (Lowell Ave),Subway,SUBWAY,4b748030f964a5205ce02de3,486,1265926192,3050.880104,15.92982954,,24.32085086,,7.1,1,Subway,subway-erie-23,26960,,,,,0.7,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"42.105261999999996,-80.143405",8148332704,742
9514,1210129,241,1-814-923-4648,42.108494,-80.133483,"821 W. Erie Plaza, Erie, PA 16505",821 W Erie Plaza,Jimmy Johns,Jimmy John's,528e8f4b498ec899efb06986,208,1385074507,1671.848681,12.44131735,,25.77984509,,7.8,1,Jimmy Johns,a,26960,,,,,0.81,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,798,"42.108494,-80.133483",8149234648,431
9516,123979,153,1-814-833-4841,42.10229,-80.146803,"909 Peninsula Dr, Erie, PA 16505",909 Peninsula Dr,McDonalds,McDonald's,4b86b6def964a520199831e3,1187,1267119838,3037.064757,39.08378961,,64.00917187,,6.3,1,McDonalds,mcdonalds-erie-8,26960,,,,,0.84,W,West,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"42.10229,-80.146803",8148334841,1944
9531,190699,127,1-724-748-3381,41.194541,-80.242046,"215 Steingrabe Road, Mercer, PA 16137-3633",215 Steingrabe Rd,Burger King,Burger King,4bfc1a7c1be376b00a2cf8b4,309,1274813052,2948.022928,10.48160098,,26.22096296,,5.7,1,Burger King,burger-king-mercer-2,39289,,,,,0.12,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.194541,-80.242046",7247483381,773
9540,134439,283,1-724-662-2590,41.229892,-80.239536,"242 N Erie St, Mercer, PA 16137",242 N Erie St,Subway,SUBWAY,4c28fb82ed0ac9b6de1661aa,72,1277754242,2913.981377,2.470846264,,4.015125179,,6.9,1,Subway,subway-mercer,39289,,,,,1.64,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.229892,-80.239536",7246622590,117
9558,190576,127,1-814-786-9785,41.203133,-79.973584,"5753 State Route 8, Harrisville, PA 16038-3417",5753 State Route 8,Burger King,Burger King,4bd24888b221c9b64a6fd7d0,429,1272072328,2979.744271,14.39720865,,27.48558016,,5.1,1,Burger King,burger-king-harrisville,39292,,,,,0.12,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.203133,-79.973584",8147869785,819
9560,814790,121,1-814-786-0101,41.204104,-79.975124,"1012 Dholu Rd, Harrisville, PA 16038",1012 Dholu Rd,Arbys,Arby's,4be896a5947820a1d81bb5db,451,1273534117,2962.825417,15.22195663,,23.55859363,,5.1,1,Arbys,a,39292,,,,,0.15,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"41.204104,-79.975124",8147860101,698
9568,163890,283,1-724-735-0171,41.136896,-80.00956,"102 N Main St, Harrisville, PA 16038",102 N Main St,Subway,SUBWAY,4c23928111de20a101a586ce,196,1277399681,2918.085093,6.716733535,,6.956616876,,6.7,1,Subway,a,39292,,,,,2.95,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.136896,-80.00956",7247350171,203
9571,822143,283,-,41.1922,-79.8691,"4046 State Route 308, Clintonville, PA 16372",Pennsylvania,Subway,Motor Truck Enterprises KW,59e39a8fc4df1d667ea71102,1,1508088463,248.0760417,0.403102207,,0.806204415,,,1,Subway,a,39294,,,,,0.13,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.1922,-79.8691",,2
9609,814788,121,1-814-227-2227,41.19033,-79.393899,"26 Perkins Rd, Clarion, PA 16214",26 Perkins Rd,Arbys,Arby's,4ba6a3a0f964a520346539e3,565,1269212064,3012.849178,18.75301306,,29.67290917,,6.3,1,Arbys,arbys-roast-beef-restaurant-clarion,39299,,,,,0.26,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"41.190329999999996,-79.393899",8142272227,894
9611,200871,153,1-814-226-5763,41.190394,-79.395948,"R R 3 Box 182A Perkins Road, Clarion, PA 16214",136 Perkins Rd,McDonalds,McDonald's,4bdc75f43904a59334484e9e,1116,1272739316,2972.024502,37.55016149,,73.41796807,,5.3,1,McDonalds,mcdonalds-clarion,39299,,,,,0.27,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.190394,-79.395948",8142265763,2182
9614,134245,283,1-814-227-2746,41.191546,-79.393738,"22467 Rt 68, Clarion, PA 16214",22467 State Route 68,Subway,SUBWAY,4c054447187ec928fc2db87b,339,1275413575,2941.072431,11.52640773,,16.86459656,,5.9,1,Subway,subway-clarion-3,39299,,,,,0.32,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.191546,-79.393738",8142272746,496
9630,1200333,127,1-866-394-2493,41.192307,-79.39478,"22585 Route 68, Clarion, PA 16214",22585 Route 68,Burger King,Burger King,5830ddd7fb549a1ff56be255,85,1479597527,577.8322454,14.71015172,,49.66839464,,5.7,1,Burger King,burger-king-cypress-4,39299,,,,,0.63,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.192307,-79.39478000000001",8663942493,287
9638,214954,173,1-814-226-5941,41.211826,-79.381104,"38 S 8th Ave, Clarion, PA 16214",38 S 8th Ave,Wendys,Wendy's,4ba2d260f964a520ec1b38e3,448,1268961888,3015.744734,14.85536872,,27.35642678,,6.1,1,Wendys,wendys-clarion-2,39299,,,,,1.26,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"41.211826,-79.38110400000001",8142265941,825
9639,134115,283,1-814-226-7131,41.212153,-79.380703,"36 South 8th Avenue, Clarion, PA 16214",36 S 8th Ave,Subway,Subway,4d5c309d1e43236a96251783,263,1297887389,2680.958843,9.80992307,,10.48132465,,6.7,1,Subway,subway-clarion-2,39299,,,,,1.28,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.212153,-79.380703",8142267131,281
9647,200930,153,1-814-226-4072,41.213564,-79.381742,"707 Main Street, Clarion, PA 16214-1122",707 Main St,McDonalds,McDonald's,4ba2d362f964a520381c38e3,858,1268962146,3015.741748,28.45071202,,50.07060041,,6,1,McDonalds,mcdonalds-clarion-3,39299,,,,,1.33,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.213564,-79.381742",8142264072,1510
9666,814786,121,1-814-849-3301,41.166528,-79.097266,"224 Allegheny Boulevard, Brookville, PA 15825",224 Allegheny Boulevard,Arbys,Arby's,4c350445213c2d7f747c395d,237,1278542917,2904.853194,8.158759983,,18.96825633,,6.8,1,Arbys,arbys-brookville,39303,,,,,0.13,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"41.166528,-79.097266",8148493301,551
9669,242193,153,1-814-849-2600,41.173806,-79.098861,"249 Allegheny Blvd, Brookville, PA 15825",249 Allegheny Blvd,McDonalds,McDonald's,4c0195071747a593f5c15dca,702,1275172103,2943.867245,23.846184,,52.8556443,,4.8,1,McDonalds,mcdonalds-brookville-5,39303,,,,,0.18,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.173806,-79.098861",8148492600,1556
9672,190675,127,1-814-849-5300,41.165181,-79.097105,"212 Allegheny Blvd., Brookville, PA 15825-2550",212 Allegheny Blvd,Burger King,Burger King,4ba1611bf964a520d7b137e3,277,1268867355,3016.838866,9.181796321,,14.6179501,,6,1,Burger King,burger-king-brookville-brookville,39303,,,,,0.19,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.165181,-79.097105",8148495300,441
9679,164019,283,1-814-849-0007,41.162929,-79.098468,"301 West Main St, Brookville, PA 15825",301 W Main St,Subway,SUBWAY,4c11779fd41e76b09c7c310d,134,1276213151,2931.818079,4.570542796,,5.11627925,,6.8,1,Subway,subway-brookville-2,39303,,,,,0.29,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.162929,-79.09846800000001",8148490007,150
9710,814785,121,1-814-375-5825,41.141053,-78.783243,"1688 Rich Hwy, Dubois, PA 15801",1688 Rich Hwy,Arbys,Arby's,4bf96bd78d30d13a4d2b0218,384,1274637271,2950.057431,13.01669574,,13.89803452,,6.5,1,Arbys,arbys-du-bois-3,39308,,,,,0.23,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"41.141053,-78.783243",8143755825,410
9745,164083,283,1-814-371-3750,41.114645,-78.766965,"341 S Brady St, Dubois, PA 15801",341 S Brady St,Subway,Subway,4ddd215b52b177ff2e7c30c0,263,1306337627,2583.155162,10.18134736,,19.20132431,,6.6,1,Subway,subway-du-bois-3,39308,,,,,1.47,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.114645,-78.766965",8143713750,496
9765,215141,173,1-814-503-8017,41.122736,-78.727379,"1429 Bee Line Hwy, Du Bois, PA 15801",1429 Bee Line Hwy,Wendys,Wendy's,4cbb64a5bac93704c5d6f17c,675,1287349413,2802.926157,24.08197584,,43.63297252,,6.2,2,Wendys,wendys-du-bois,39309,,,,,0.58,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"41.122735999999996,-78.727379",8145038017,1223
9770,190084,127,1-814-371-7946,41.122907,-78.729648,"1307 E. Dubois Ave, Dubois, PA 15801-3837",1307 E Dubois Ave,Burger King,Burger King,4bb173e7f964a52078943ce3,340,1269920743,3004.646875,11.31580562,,17.40637159,,5.4,1,Burger King,burger-king-du-bois,39309,,,,,0.64,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.122907,-78.729648",8143717946,523
9774,105836,170,-,41.12182,-78.72974,"5574 Shaffer Rd., Du Bois, PA 15801",5574 Shaffer Rd,Taco Bell,Taco Bell,4c7d6e16b53db1f776169d11,264,1283288598,2849.926331,9.263397342,,11.78977844,,6,1,Taco Bell,taco-bell-du-bois,39309,,,,,0.66,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"41.12182,-78.72974",,336
9775,456430,1058,1-814-375-0874,41.123072,-78.730622,"1255 Dubois Ave, Du Bois, PA 15801",1255 E Dubois Ave,A&W,A&W,4bdc61cffed22d7f87e657c9,60,1272734159,2972.08419,2.018785343,,2.052431765,,6.6,1,A&W,a-and-w-restaurant-du-bois,39309,,,,,0.67,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,862,"41.123072,-78.730622",8143750874,61
9776,164214,283,1-814-371-1588,41.118892,-78.730131,"690 Shaffer Rd, Dubois, PA 15801",5366 Shaffer Rd (Dubois Mall),Subway,Subway,4c1baebf63750f47be46b567,95,1276882623,2924.06956,3.248896719,,3.932874976,,7.3,1,Subway,subway-du-bois-2,39309,,,,,0.73,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.118891999999995,-78.730131",8143711588,115
9787,164149,283,1-814-371-1017,41.127711,-78.737247,"20 Industrial Drive, Du Bois, PA 15801",20 Industrial Dr (in Walmart),Subway,SUBWAY,4d1a2cccb15cb1f7334bc821,86,1293561036,2731.032373,3.148992332,,3.148992332,,6.8,1,Subway,a,39309,,,,,0.85,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.127711,-78.737247",8143711017,86
9789,200738,153,1-814-375-4150,41.124683,-78.737921,"859 E Dubois Ave, Du Bois, PA 15801",859 E Dubois Ave,McDonalds,McDonald's,4bedbc2f4daaa593cc238f61,499,1273871407,2958.921597,16.86425218,,39.81180174,,6.1,1,McDonalds,mcdonalds-du-bois-2,39309,,,,,0.88,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.124683000000005,-78.737921",8143754150,1178
9804,200795,153,1-814-765-4196,41.038016,-78.398848,"Rt 879 And I 80, Clearfield, PA 16830",Pennsylvania 879 (at Interstate 80),McDonalds,McDonald's,4ba48716f964a5206ea238e3,1818,1269073686,3014.450775,60.30949368,,105.1269447,,4.9,1,McDonalds,mcdonalds-clearfield-4,39311,,,,,0.04,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.038016,-78.398848",8147654196,3169
9806,814783,121,1-814-765-4202,41.036664,-78.398232,"14592 Clearfield Shawville Hwy, Clearfield, PA 16830",14592 Clearfield Shawville Hwy,Arbys,Arby's,4bb4bd71613fb713321a94e6,705,1270136177,3002.153426,23.4831436,,35.30798895,,6.2,1,Arbys,arbys-clearfield,39311,,,,,0.09,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"41.036664,-78.398232",8147654202,1060
9807,198650,151,1-814-765-9532,41.036679,-78.399844,"14555 Clearfield Shawville Highway, Clearfield, PA 16830",14555 Clearfield Shawville Highway (Taco Bell),KFC,KFC,4fb2cb3de4b076d9e9771c43,309,1337117501,2226.90662,13.87575021,,16.92931336,,5.1,1,KFC,kfc-clearfield-2,39311,,,,,0.1,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"41.036679,-78.39984399999999",8147659532,377
9808,549615,170,-,41.03642,-78.39952,"14555 Clearfield Shawville Highway, Clearfield, PA 16830",14555 Clearfield Shawville Highway,Taco Bell,Taco Bell,4bd0da29046076b038df7071,556,1271978537,2980.829815,18.65252411,,21.1015066,,4.9,1,Taco Bell,taco-bell-clearfield-4,39311,,,,,0.11,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,781,"41.03642,-78.39952",,629
9810,896195,127,1-814-765-2127,41.035759,-78.399326,"15412 Clearfield Hwy, Clearfield, PA 16830-6111",15412 Clearfield Hwy,Burger King,Burger King,4bc3a4d274a9a593afddd4f6,689,1271112914,2990.8486,23.03694009,,31.66325437,,5.8,1,Burger King,burger-king-clearfield,39311,,,,,0.13,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.035759000000006,-78.399326",8147652127,947
9821,115064,283,1-814-765-6752,41.032068,-78.4008,"100 Supercenter Drive, Clearfield, PA 16830",in Walmart,Subway,SUBWAY,4bf0338b24f19c74e931f983,169,1274033035,2957.050903,5.715153562,,5.850423469,,6.4,1,Subway,subway-clearfield-2,39311,,,,,0.3,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.032068,-78.4008",8147656752,173
9832,85910,152,1-814-765-0320,41.02254,-78.41449,"1800 Daisy Street, Clearfield, PA 16830",1800 Daisy Street Ext,Long John Silvers,Long John Silvers,4d5dd6061ee8721e767c8b21,260,1297995270,2679.71022,9.702541643,,11.45646263,,6.1,1,Long John Silvers,long-john-silvers-clearfield-2,39311,,,,,0.87,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,819,"41.02254,-78.41449",8147650320,307
9847,115265,283,1-814-768-7827,41.029218,-78.440487,"440 W Front St, Clearfield, PA 16830",440 W Front St,Subway,SUBWAY,4c2cb06e72169521cd687f8f,531,1277997166,2911.169757,18.24009056,,25.93459204,,6.4,1,Subway,subway-clearfield-3,39311,,,,,1.43,W,West,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.029218,-78.440487",8147687827,755
9860,201163,153,1-814-765-5985,41.010764,-78.449557,"1007 S 2nd Street, Clearfield, PA 16830",1007 S 2nd St,McDonalds,McDonald's,4df7e7ef1495b7db1b0d16e6,673,1308092399,2562.845301,26.25987607,,54.6267853,,5.7,1,McDonalds,mcdonalds-clearfield,39311,,,,,2.05,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.010764,-78.449557",8147655985,1400
9881,113744,283,1-814-387-6822,41.025854,-77.937321,"491 E Sycamore Rd, Snow Shoe, PA 16874",491 E Sycamore Rd,Subway,SUBWAY,4b9954b0f964a520ac7335e3,60,1268339888,3022.943808,1.984820222,,3.473435389,,6.2,1,Subway,subway-snow-shoe,39315,,,,,0.15,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.025853999999995,-77.937321",8143876822,105
9889,123358,153,1-814-353-9288,40.957631,-77.766825,"802 N Eagle Valley Rd, Milesburg, PA 16853",802 N Eagle Valley Rd (at Hwy 80),McDonalds,McDonald's,4bf6c49213aed13a5228eaf7,880,1274463378,2952.070081,29.80959042,,67.8168182,,4.8,1,McDonalds,mcdonalds-milesburg-2,39316,,,,,0.34,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.957631,-77.766825",8143539288,2002
9906,102244,153,1-570-726-4128,41.033057,-77.517089,"5820 Nittany Valley Dr, Lamar, PA 16848",5820 Nittany Valley Dr,McDonalds,McDonald's,4baf5a7cf964a520c5f93be3,2845,1269783164,3006.239225,94.63651385,,158.37063,,5.6,1,McDonalds,mcdonalds-mill-hall,39318,,,,,0.16,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.033057,-77.517089",5707264128,4761
9951,242888,153,1-570-275-1000,40.993718,-76.640084,"80 Old Valley School Rd, Danville, PA 17821",132 Old Valley School Rd (at PA Route 54),McDonalds,McDonald's,4cb2335eeb65b1f7fac67acd,1968,1286746974,2809.898831,70.03810878,,142.7453528,,5.2,1,McDonalds,mcdonalds-danville,39328,,,,,0.1,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"40.993718,-76.640084",5702751000,4011
9954,224432,283,1-570-275-0211,40.998707,-76.649523,"5 Mccracken Rd, Danville, PA 17821",5 McCracken Rd,Subway,SUBWAY,4c80469cd92ea09329a23672,223,1283475100,2847.767743,7.83069478,,12.99263259,,6.6,1,Subway,subway-danville-10,39328,,,,,0.27,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.998707,-76.649523",5702750211,370
9960,189318,127,1-570-275-1106,40.965468,-76.620546,"145 Northumberland Road, Danville, PA 17821-1508",145 Northumberland Rd,Burger King,Burger King,4ce7c310baa6a1cd3298296c,372,1290257168,2769.271586,13.43313534,,24.69963595,,5.3,1,Burger King,burger-king-danville-5,39328,,,,,1.46,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"40.965468,-76.62054599999999",5702751106,684
9966,213886,173,1-570-275-1090,40.964713,-76.616966,"5 Northumberland St, Danville, PA 17821",5 Northumberland St (Rte 54),Wendys,Wendy's,4caf6fc3cbab236a1d1c9873,405,1286565827,2811.99544,14.40258381,,24.71554506,,5.8,1,Wendys,wendys-danville,39328,,,,,1.55,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"40.964713,-76.616966",5702751090,695
9992,224497,283,1-570-271-0556,40.965427,-76.600354,"909 Bloom St, Danville, PA 17821",909 Bloom St,Subway,SUBWAY,4e4def0bbd41b76bef95934f,188,1313730315,2497.591644,7.527251322,,13.65315266,,5.9,1,Subway,subway-danville-4,39328,,,,,1.87,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"40.965427000000005,-76.60035400000001",5702710556,341
9999,202006,153,1-570-389-1183,41.009495,-76.485366,"100 Lunger Drive Wm 1794, Bloomsburg, PA 17815",100 Lunger Dr,McDonalds,McDonald's,4d3df0993ec9a35d12d05581,327,1295904921,2703.904074,12.09362429,,12.09362429,,5.7,1,McDonalds,mcdonalds-bloomsburg,39329,,,,,0.12,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.009495,-76.485366",5703891183,327
10002,188654,127,1-570-387-6260,41.015458,-76.489094,"191 Columbia Mall Drive, Bloomsburg, PA 17815-8357",191 Columbia Mall Dr,Burger King,Burger King,4cb4acb5db32f04db981df4d,590,1286909109,2808.022269,21.01122938,,34.57949785,,5.8,1,Burger King,burger-king-bloomsburg-2,39329,,,,,0.23,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.015458,-76.489094",5703876260,971
10003,224367,283,1-570-784-5950,41.015016,-76.492733,"6 Buckhorn Rd, Bloomsburg, PA 17815",6 Buckhorn Rd,Subway,SUBWAY,4defb56f227170314baa540c,181,1307555183,2569.063079,7.045370022,,7.434616985,,6.4,1,Subway,subway-bloomsburg-5,39329,,,,,0.24,NW,Northwest,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.015015999999996,-76.492733",5707845950,191
10015,213475,173,1-570-784-1131,41.015885,-76.490206,"183 Columbia Mall Dr, Bloomsburg, PA 17815",183 Central Rd,Wendys,Wendyí___í__í_Œ£Œëíç_s,5b073b171fa763002cfd99db,2,1527200535,26.87150463,7.442828482,,7.442828482,,,1,Wendys,wendys-bloomsburg,39329,,,,,0.62,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"41.015885,-76.490206",5707841131,2
10016,17654,151,1-570-387-8940,41.015543,-76.489562,"185 Central Penn Plaza, Bloomsburg, PA 17815",185 Columbia Mall Dr,KFC,KFC,4e4e2502bd4101d0d7a347f2,417,1313744130,2497.431748,16.697153,,29.91072732,,5.7,1,KFC,kfc-bloomsburg,39329,,,,,0.71,N,North,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,786,"41.015543,-76.489562",5703878940,747
10022,411634,158,1-570-387-1100,41.00659,-76.4577,"3 Iron Street, Bloomsburg, PA 17815",3 Iron St,Papa Johns Pizza,Papa John's Pizza,4c865e5ab139b71394d3c991,100,1283874394,2843.146285,3.517230209,,8.230318688,,6.3,1,Papa Johns Pizza,papa-johns-pizza-bloomsburg,39329,,,,,1.03,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,791,"41.00659,-76.4577",5703871100,234
10025,224239,283,1-570-784-6782,41.002995,-76.456637,"6 W Main St, Bloomsburg, PA 17815",6 W Main St,Subway,SUBWAY,4d672afea800721e8ac20cb8,479,1298606846,2672.631794,17.92240896,,18.03465786,,6.2,1,Subway,subway-bloomsburg,39329,,,,,1.1,E,East,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.002995,-76.456637",5707846782,482
10067,213905,173,1-570-784-6933,41.009452,-76.421201,"1931 Columbia Blvd, Bloomsburg, PA 17815",1931 Columbia Blvd,Wendys,Wendy's,4c44bfe0f97fbe9aee9cbb30,401,1279573984,2892.919549,13.86142937,,26.5130083,,6,1,Wendys,wendys-bloomsburg-2,39330,,,,,0.74,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,782,"41.009452,-76.421201",5707846933,767
10071,814776,121,1-570-389-1879,41.012119,-76.411904,"2455 Columbia Blvd., Bloomsburg, PA 17815",2455 Columbia Blvd.,Arbys,Arby's,4d5ad41f916dbfc9a35060b9,369,1297798175,2681.991412,13.75843332,,17.4497203,,6.7,1,Arbys,arbys-bloomsburg,39330,,,,,0.77,SE,Southeast,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,790,"41.012119,-76.411904",5703891879,468
10078,224303,283,1-570-784-7100,41.006494,-76.434576,"1010 Scott Towne Ctr, Bloomsburg, PA 17815",1010 Scott Town Plz,Subway,SUBWAY,4c93920258d4b60c7a662029,247,1284739586,2833.132488,8.718265066,,9.918350135,,6.4,1,Subway,subway-bloomsburg-2,39330,,,,,0.89,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,3206,"41.006494,-76.434576",5707847100,281
10079,188629,127,1-570-387-0733,41.005809,-76.434238,"1045 Columbia Blvd, Bloomsburg, PA 17815-8845",1045 Columbia Blvd,Burger King,Burger King,4c1ba5cc8b3aa5930487975f,449,1276880332,2924.096076,15.35517262,,25.51215762,,5.8,1,Burger King,burger-king-bloomsburg,39330,,,,,0.92,S,South,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.005809,-76.434238",5703870733,746
10081,201887,153,1-570-784-3906,41.005099,-76.436516,"945 New Berwick Hwy, Bloomsburg, PA 17815",945 Columbia Blvd,McDonalds,McDonald's,4c704ce29375a09323ad0637,765,1282428130,2859.885451,26.74932311,,40.98066233,,5.7,1,McDonalds,mcdonalds-bloomsburg-2,39330,,,,,0.97,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.005099,-76.436516",5707843906,1172
10102,306958,130,1-570-389-5455,41.006405,-76.448884,"400 E 2nd St, Bloomsburg, PA 17815","400 E 2nd St, Soltz Residence Hall",Chick-Fil-A,Chick-fil-A,596e9b0d8d0a53337c234a65,6,1500420877,336.82125,1.781360291,,3.265827201,,8.2,1,Chick-Fil-A,a,39330,,,,,2.15,SW,Southwest,R,Right,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,796,"41.006405,-76.44888399999999",5703895455,11
10116,202113,153,1-570-752-4333,41.026472,-76.317192,"Route 339 And I 80, Mifflinville, PA 18631",435 W 3rd St,McDonalds,McDonald's,4c0942a66071a593ae99dd32,869,1275675302,2938.043183,29.57750945,,41.14983766,,4.9,1,McDonalds,mcdonalds-mifflinville,39333,,,,,0.13,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.026472,-76.317192",5707524333,1209
10121,1161838,153,1-570-752-2729,41.047349,-76.274249,"10 Briar Creek Plaza, Berwick, PA 18603",10 Briar Creek Plz,McDonalds,McDonald's,4cdd595c99026dcb0d241981,552,1289574748,2777.169965,19.87634919,,24.77342073,,5.5,1,McDonalds,mcdonalds-berwick-2,39333,,,,,1.77,NE,Northeast,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,771,"41.047349,-76.274249",5707522729,688
10132,188583,127,1-570-759-2813,41.049409,-76.252257,"1208 W. Front Street, Berwick, PA 18603-4402",1208 W Front St,Burger King,Burger King,4d99df073bca41bdbb2d5dec,679,1301929735,2634.172431,25.77659656,,40.35422995,,6.3,1,Burger King,burger-king-berwick,39333,,,,,2.42,E,East,L,Left,4,Fast Food,1,FastFood,4,Fast Food,1,FastFood,779,"41.049409000000004,-76.252257",5707592813,1063
